record_id,offense,incident_id,block_number,street_name,agency,date_reported,hour_reported,reporting_officer,address,lon,lat
8500,Lost/FoundProperty,202200017401,700,PROSPECT AVE,CPD,2022-06-24T13:57:07Z,0957,"Green, Bryan",700 PROSPECT AVE Charlottesville VA,-78.49439579999999,38.0246386
8501,Family Offense - Non-Violent,202200017367,800,E MARKET ST,CPD,2022-06-24T06:25:40Z,0225,"Hopiane, Sayd",800 E MARKET ST Charlottesville VA,-78.47602909999999,38.0295562
8502,Larceny - All Other,202200017345,1400,OXFORD RD,CPD,2022-06-24T00:44:34Z,2044,"Lucas, Corbin",1400 OXFORD RD Charlottesville VA,-78.4805001,38.0464985
8503,Assist Agency - Backup/Assist,202200017337,500,PATON ST,CPD,2022-06-23T23:02:15Z,1902,"Smith, Daniel",500 PATON ST Charlottesville VA,-78.502145,38.0271285
8504,Assault Intimidation,202200017336,800,"HARDY DR, C",CPD,2022-06-23T22:57:21Z,1857,"Smith, Daniel","800 HARDY DR, C Charlottesville VA",-78.4904109,38.0332508
8505,Larceny - All Other,202200017322,100,LEAKE LN,CPD,2022-06-23T20:31:29Z,1631,"Lowe, Courteny",100 LEAKE LN Charlottesville VA,-78.4642435,38.0239351
8506,Lost/FoundProperty,202280000552,2400,FONTAINE AVE,CPD,2022-06-23T20:16:00Z,1616,"Miller, Tiffany ",2400 FONTAINE AVE Charlottesville VA,-78.5189857,38.0257767
8507,Drug/Narcotics Violation,202200017320,700,HARRIS ST,CPD,2022-06-23T20:11:21Z,1611,"Aguilera, Natalia",700 HARRIS ST Charlottesville VA,-78.4842118,38.0359157
8508,Larceny - Of Veh Parts/Access,202200017318,1000,ST CLAIR AVE,CPD,2022-06-23T19:52:49Z,1552,"Lowe, Courteny",1000 ST CLAIR AVE Charlottesville VA,-78.4622326,38.0389069
8509,Lost/FoundProperty,202200017299,1100,"EMMET ST N, B",CPD,2022-06-23T15:20:38Z,1120,"Barbour, Tremaine","1100 EMMET ST N, B Charlottesville VA",-78.50152299999999,38.0516392
8510,Suspicious Activity,202200017285,100,MCINTIRE PARK DR,CPD,2022-06-23T13:37:52Z,0937,"Pendleton, Eric",100 MCINTIRE PARK DR Charlottesville VA,-78.4778656,38.0490139
8511,Suspicious Activity,202200017284,600,HARRIS RD,CPD,2022-06-23T13:07:46Z,0907,"Green, Bryan",600 HARRIS RD Charlottesville VA,-78.5000589,38.0143496
8512,Burglary,202200017280,100,SEMINOLE CT,CPD,2022-06-23T12:30:48Z,0830,"Barbour, Tremaine",100 SEMINOLE CT Charlottesville VA,-78.48811669999999,38.065768
8513,Animal Complaint,202200017282,300,"PATON ST, A",CPD,2022-06-23T12:00:00Z,0800,"Allen, Claire","300 PATON ST, A Charlottesville VA",-78.50257839999999,38.0285052
8514,Animal Complaint,202200017279,1600,EMMET ST N,CPD,2022-06-23T11:15:02Z,0715,"Allen, Claire",1600 EMMET ST N Charlottesville VA,-78.493877,38.057909
8515,Misc - Criminal Call,202200017260,1600,"MERIDIAN ST, A",CPD,2022-06-23T03:34:27Z,2334,"Lowry, Brent","1600 MERIDIAN ST, A Charlottesville VA",-78.48158459999999,38.015215
8516,Driving Under the Influence,202200017247,1800,MONTICELLO RD,CPD,2022-06-23T01:15:23Z,2115,"Lucas, Corbin",1800 MONTICELLO RD Charlottesville VA,-78.473041,38.0154442
8517,Assault Aggravated,202200017245,1600,"MERIDIAN ST, A",CPD,2022-06-23T00:24:21Z,2024,"Arreguin, Arron","1600 MERIDIAN ST, A Charlottesville VA",-78.48158459999999,38.015215
8518,Weapons Violations,202200017220,200,E WATER ST,CPD,2022-06-22T19:49:21Z,1549,"Smith, Daniel",200 E WATER ST Charlottesville VA,-78.4828897,38.0301911
8519,Lost/FoundProperty,202200017218,500,E MARKET ST,CPD,2022-06-22T19:29:18Z,1529,"Smith, Daniel",500 E MARKET ST Charlottesville VA,-78.477767,38.030349
8520,Vandalism,202200017213,1000,ST CLAIR AVE,CPD,2022-06-22T18:11:30Z,1411,"Shiflett, Tammy",1000 ST CLAIR AVE Charlottesville VA,-78.4622326,38.0389069
8521,Larceny - From Motor Vehicle,202200017209,1000,SEMINOLE TRL,CPD,2022-06-22T17:20:32Z,1320,"Arndt, Brian",1000 SEMINOLE TRL Charlottesville VA,-78.4901751,38.0638225
8522,Fraud-false pretense,202200017208,200,E MAIN ST,CPD,2022-06-22T16:48:37Z,1248,"Shiflett, Tammy",200 E MAIN ST Charlottesville VA,-78.4807636,38.0305724
8523,Larceny - Shoplifitng,202200017204,1300,LONG ST,CPD,2022-06-22T15:53:31Z,1153,"Arndt, Brian",1300 LONG ST Charlottesville VA,-78.4628755,38.0354379
8524,Vandalism,202200017190,1500,TRAILRIDGE RD,CPD,2022-06-22T14:34:46Z,1034,"Green, Bryan",1500 TRAILRIDGE RD Charlottesville VA,-78.5050935,38.0234272
8525,Fraud-credit card,202200017184,1600,GREENLEAF LN,CPD,2022-06-22T13:00:00Z,0900,"Tennyson, James",1600 GREENLEAF LN Charlottesville VA,-78.4842295,38.04988609999999
8526,Larceny - Theft from Building,202280000551,1600,DEL MAR DR,CPD,2022-06-22T02:35:27Z,2235,"Miller, Tiffany ",1600 DEL MAR DR Charlottesville VA,-78.4832971,38.049957
8527,Sex Offense,202200017135,100,"LONGWOOD DR, A",CPD,2022-06-22T00:05:07Z,2005,"Via, Ryan","100 LONGWOOD DR, A Charlottesville VA",-78.5044117,38.0153859
8528,Robbery - Strong Arm,202200017133,1100,EMMET ST N,CPD,2022-06-21T23:37:05Z,1937,"Lee, Chandler",1100 EMMET ST N Charlottesville VA,-78.50152299999999,38.0516392
8529,Assist Citizen - Mental/TDO/ECO,202200017131,1000,"AVON ST, B",CPD,2022-06-21T23:34:06Z,1934,"Darby, Michael","1000 AVON ST, B Charlottesville VA",-78.4807423,38.021882
8530,Fraud-credit card,202200017119,1400,"SHORT 18TH ST, A",CPD,2022-06-21T22:14:49Z,1814,"Darby, Michael","1400 SHORT 18TH ST, A Charlottesville VA",-78.46237119999999,38.0265961
8532,Assist Citizen - Mental/TDO/ECO,202200017104,1400,"MONTICELLO RD, 105",CPD,2022-06-21T20:45:40Z,1645,"Aguilera, Natalia","1400 MONTICELLO RD, 105 Charlottesville VA",-78.4726263,38.0194527
8533,Drunkeness DIP,202200017093,600,E WATER ST,CPD,2022-06-21T19:17:44Z,1517,"Thomas, Eric",600 E WATER ST Charlottesville VA,-78.4776442,38.0288229
8534,Larceny - Theft from Building,202280000550,1100,ROSE HILL DR,CPD,2022-06-21T17:04:40Z,1304,"Miller, Tiffany ",1100 ROSE HILL DR Charlottesville VA,-78.48403569999999,38.0416569
8536,Suspicious Activity,202200017071,100,10 1/2 ST NW / PAGE ST,CPD,2022-06-21T16:06:22Z,1206,"Houchens, Jamell",100 10 1/2 ST NW / PAGE ST Charlottesville VA,-78.4952697,38.032737
8537,Hit and Run,202200017059,300,CARLTON RD,CPD,2022-06-21T13:06:11Z,0906,"Pendleton, Eric",300 CARLTON RD Charlottesville VA,-78.4698885,38.0223962
8538,Assault Simple,202200017056,1300,W MAIN ST,CPD,2022-06-21T12:32:22Z,0832,"Houchens, Jamell",1300 W MAIN ST Charlottesville VA,-78.4979397,38.0332883
8539,Animal Complaint,202200017052,900,5TH ST SW,CPD,2022-06-21T10:57:34Z,0657,"Bise, Collin",900 5TH ST SW Charlottesville VA,-78.49365499999999,38.0216885
8540,Vandalism,202200017049,1100,5TH ST SW,CPD,2022-06-21T10:09:45Z,0609,"Bise, Collin",1100 5TH ST SW Charlottesville VA,-78.497806,38.01713
8541,Suspicious Activity,202200017030,900,"PRESTON AVE, A",CPD,2022-06-21T04:32:52Z,0032,"Curry, Brian","900 PRESTON AVE, A Charlottesville VA",-78.4894423,38.03700329999999
8542,Burglary,202200017019,1600,GROVE RD,CPD,2022-06-21T02:57:41Z,2257,"Curry, Brian",1600 GROVE RD Charlottesville VA,-78.4808982,38.05460679999999
8543,Burglary,202200017014,600,"MASON ST, A3",CPD,2022-06-21T02:28:49Z,2228,"Arreguin, Arron","600 MASON ST, A3 Charlottesville VA",-78.4656098,38.0197322
8544,Burglary,202200017015,1400,WELLFORD ST,CPD,2022-06-21T02:11:18Z,2211,"Alfonso, Sean",1400 WELLFORD ST Charlottesville VA,-78.4846146,38.0492728
8545,Larceny - From Motor Vehicle,202200017001,1000,PRESTON AVE,CPD,2022-06-20T23:41:58Z,1941,"Alfonso, Sean",1000 PRESTON AVE Charlottesville VA,-78.49163329999999,38.0391546
8547,Vandalism,202200016995,2300,SHELBY DR,CPD,2022-06-20T22:52:51Z,1852,"Alfonso, Sean",2300 SHELBY DR Charlottesville VA,-78.4957718,38.0636306
8548,Assault Intimidation,202200016994,400,RIDGE MCINTIRE RD,CPD,2022-06-20T22:52:15Z,1852,"Jones, Mark",400 RIDGE MCINTIRE RD Charlottesville VA,-78.4846049,38.0325974
8549,Disorderly Conduct,202200016988,1300,6TH ST SE,CPD,2022-06-20T21:14:10Z,1714,"Arreguin, Arron",1300 6TH ST SE Charlottesville VA,-78.4840904,38.0204175
8550,Hit and Run,202200016972,200,RIVERSIDE AVE,CPD,2022-06-20T19:45:16Z,1545,"Eckenroth, Rachel",200 RIVERSIDE AVE Charlottesville VA,-78.4563391,38.02163410000001
8551,Larceny - Theft from Building,202280000549,1700,"ALLIED, E-1",CPD,2022-06-20T18:28:17Z,1428,"Miller, Tiffany ","1700 ALLIED, E-1 Charlottesville VA",-78.4784684,38.0407249
8552,Assault Intimidation,202200016957,100,E JEFFERSON ST,CPD,2022-06-20T16:10:32Z,1210,"Shiflett, Tammy",100 E JEFFERSON ST Charlottesville VA,-78.4810701,38.0321144
8553,Larceny - From Motor Vehicle,202200016954,1000,SHERIDAN AVE,CPD,2022-06-20T15:48:11Z,1148,"Eckenroth, Rachel",1000 SHERIDAN AVE Charlottesville VA,-78.4651925,38.0417846
8554,Lost/FoundProperty,202200016948,400,10TH ST NE,CPD,2022-06-20T14:12:41Z,1012,"Shiflett, Tammy",400 10TH ST NE Charlottesville VA,-78.4715314,38.031087
8555,Motor Vehicle Theft,202200016947,700,LEVY AVE,CPD,2022-06-20T13:40:35Z,0940,"Turner, Devon",700 LEVY AVE Charlottesville VA,-78.4776234,38.0267596
8556,Larceny - From Motor Vehicle,202200016942,900,COLEMAN ST,CPD,2022-06-20T12:55:01Z,0855,"Eckenroth, Rachel",900 COLEMAN ST Charlottesville VA,-78.4604748,38.0366424
8557,Larceny - From Motor Vehicle,202280000548,600,ELLIOTT AVE,CPD,2022-06-20T12:44:53Z,0844,"Miller, Tiffany ",600 ELLIOTT AVE Charlottesville VA,-78.4829531,38.0217606
8558,Larceny - All Other,202200016939,1000,SHERIDAN AVE,CPD,2022-06-20T12:31:06Z,0831,"Eckenroth, Rachel",1000 SHERIDAN AVE Charlottesville VA,-78.4651925,38.0417846
8559,Larceny - From Motor Vehicle,202280000543,700,BROWN ST,CPD,2022-06-20T12:15:49Z,0815,"Miller, Tiffany ",700 BROWN ST Charlottesville VA,-78.4897378,38.0326411
8560,Vandalism,202200016936,2000,HOLIDAY DR,CPD,2022-06-20T10:54:03Z,0654,"Eckenroth, Rachel",2000 HOLIDAY DR Charlottesville VA,-78.49144969999999,38.057721
8561,Traffic Stops,202200016914,500,HARRIS RD,CPD,2022-06-20T04:25:17Z,0025,"Vlasis, Christopher",500 HARRIS RD Charlottesville VA,-78.5036871,38.0150991
8562,Shots Fired/Illegal Hunting,202200016906,2100,"MICHIE DR, 89",CPD,2022-06-20T03:05:01Z,2305,"Curry, Brian","2100 MICHIE DR, 89 Charlottesville VA",-78.483828,38.062986
8563,Assault Aggravated,202200016889,400,"11TH ST NE, C20",CPD,2022-06-20T01:05:50Z,2105,"Arreguin, Arron","400 11TH ST NE, C20 Charlottesville VA",-78.4708721,38.0306879
8564,Assist Citizen - Mental/TDO/ECO,202200016888,1200,EMMET ST N,CPD,2022-06-20T00:48:20Z,2048,"Venereo, Arturo",1200 EMMET ST N Charlottesville VA,-78.4985906,38.0529166
8565,Assist Agency - Backup/Assist,202200016875,900,PRESTON AVE,CPD,2022-06-19T23:13:43Z,1913,"Middleton, Matthew",900 PRESTON AVE Charlottesville VA,-78.4894423,38.03700329999999
8566,Death Investigation - DOA,202200016874,1400,WESTWOOD RD,CPD,2022-06-19T22:53:26Z,1853,"Venereo, Arturo",1400 WESTWOOD RD Charlottesville VA,-78.4794422,38.0444372
8567,Lost/FoundProperty,202280000547,100,"KENT TER, B",CPD,2022-06-19T21:22:00Z,1722,"Miller, Tiffany ","100 KENT TER, B Charlottesville VA",-78.5099985,38.0284001
8568,Assist Citizen - Mental/TDO/ECO,202200016867,1600,"GORDON AVE, BCK BLDG",CPD,2022-06-19T21:20:55Z,1720,"Alfonso, Sean","1600 GORDON AVE, BCK BLDG Charlottesville VA",-78.4989016,38.039059
8569,Warrant Service,202200016863,800,E MARKET ST,CPD,2022-06-19T20:57:51Z,1657,"Lowry, Ryan",800 E MARKET ST Charlottesville VA,-78.47602909999999,38.0295562
8570,Larceny - From Motor Vehicle,202200016857,100,HARTFORD CT,CPD,2022-06-19T19:45:28Z,1545,"Arreguin, Arron",100 HARTFORD CT Charlottesville VA,-78.4722401,38.0187126
8571,Death Investigation - DOA,202200016851,100,"BOLLINGWOOD RD, A",CPD,2022-06-19T17:29:28Z,1329,"Houchens, Jamell","100 BOLLINGWOOD RD, A Charlottesville VA",-78.5098051,38.0413672
8572,Trespass,202200016849,500,VALLEY RD,CPD,2022-06-19T16:05:05Z,1205,"Tennyson, James",500 VALLEY RD Charlottesville VA,-78.505032,38.030823
8573,Hit and Run,202200016838,1300,E HIGH ST,CPD,2022-06-19T11:43:23Z,0743,"Shiflett, Tammy",1300 E HIGH ST Charlottesville VA,-78.46543869999999,38.0316666
8574,Assault Simple,202200016829,1600,MERIDIAN ST,CPD,2022-06-19T06:39:09Z,0239,"Darby, Michael",1600 MERIDIAN ST Charlottesville VA,-78.48158459999999,38.015215
8575,Disorderly Conduct,202200016821,100,"DUNOVA CT, 2",CPD,2022-06-19T05:20:45Z,0120,"Wells, Matthew","100 DUNOVA CT, 2 Charlottesville VA",-78.512062,38.0298686
8576,Assist Citizen - Mental/TDO/ECO,202200016806,1100,5TH ST SW,CPD,2022-06-19T03:14:32Z,2314,"Best, Lisa",1100 5TH ST SW Charlottesville VA,-78.497806,38.01713
8577,Assault Simple,202200016804,700,PROSPECT AVE,CPD,2022-06-19T02:40:00Z,2240,"Darby, Michael",700 PROSPECT AVE Charlottesville VA,-78.49439579999999,38.0246386
8578,Burglary,202200016797,1800,"UNIVERSITY CIR, C",CPD,2022-06-19T01:45:04Z,2145,"Lowe, Courteny","1800 UNIVERSITY CIR, C Charlottesville VA",-78.5018817,38.0419842
8579,Accident w/Injuries,202200016794,100,OLD LYNCHBURG RD,CPD,2022-06-19T01:23:54Z,2123,"Bentz, Benjamin ",100 OLD LYNCHBURG RD Charlottesville VA,-78.5132641,38.0186066
8580,Assist Citizen - Mental/TDO/ECO,202200016791,1400,MIDLAND ST,CPD,2022-06-19T00:43:28Z,2043,"Alfonso, Sean",1400 MIDLAND ST Charlottesville VA,-78.4679752,38.0204916
8581,Sex Offense,202200016790,1700,EMMET ST N,CPD,2022-06-19T00:25:21Z,2025,"Curry, Brian",1700 EMMET ST N Charlottesville VA,-78.49350780000002,38.0589612
8582,Larceny - From Motor Vehicle,202200016779,300,250 BYPASS,CPD,2022-06-18T22:14:52Z,1814,"Curry, Brian",300 250 BYPASS Charlottesville VA,-78.4806874,38.0506896
8583,Larceny - From Motor Vehicle,202280000546,100,LODGE CREEK CIR,CPD,2022-06-18T17:53:00Z,1353,"Miller, Tiffany ",100 LODGE CREEK CIR Charlottesville VA,-78.5044022,38.0153992
8584,Larceny - From Motor Vehicle,202200016752,600,7 1/2 ST SW,CPD,2022-06-18T15:21:29Z,1121,"Eckenroth, Rachel",600 7 1/2 ST SW Charlottesville VA,-78.4937865,38.0266977
8585,Motor Vehicle Theft,202200016751,100,BOLLINGWOOD RD,CPD,2022-06-18T15:19:57Z,1119,"Barbour, Tremaine",100 BOLLINGWOOD RD Charlottesville VA,-78.5098051,38.0413672
8586,Death Investigation - DOA,202200016750,800,PAGE ST,CPD,2022-06-18T15:03:15Z,1103,"Houchens, Jamell",800 PAGE ST Charlottesville VA,-78.49005129999999,38.0340552
8587,Assault Intimidation,202200016745,600,LOCUST AVE,CPD,2022-06-18T14:17:01Z,1017,"Eckenroth, Rachel",600 LOCUST AVE Charlottesville VA,-78.4702573,38.03324569999999
8588,Hit and Run,202200016740,100,ROYS PL,CPD,2022-06-18T13:29:49Z,0929,"Pendleton, Eric",100 ROYS PL Charlottesville VA,-78.48867589999999,38.0180954
8589,Assault Simple,202200016727,100,ELLIEWOOD AVE,CPD,2022-06-18T07:57:23Z,0357,"Miller, Devin",100 ELLIEWOOD AVE Charlottesville VA,-78.5005709,38.0363092
8591,Weapons Violations,202200016712,100,ELLIEWOOD AVE,CPD,2022-06-18T05:18:40Z,0118,"Miller, Devin",100 ELLIEWOOD AVE Charlottesville VA,-78.5005709,38.0363092
8592,Disorderly Conduct,202200016683,1200,AVON ST,CPD,2022-06-18T01:47:31Z,2147,"Middleton, Matthew",1200 AVON ST Charlottesville VA,-78.4819656,38.020494
8593,Assault Simple,202200016659,2500,WILLARD DR,CPD,2022-06-17T22:51:37Z,1851,"Hopiane, Sayd",2500 WILLARD DR Charlottesville VA,-78.5102423,38.0194051
8594,Assist Citizen - Mental/TDO/ECO,202200016658,400,"11TH ST NE, C20",CPD,2022-06-17T22:37:14Z,1837,"Alfonso, Sean","400 11TH ST NE, C20 Charlottesville VA",-78.4708721,38.0306879
8595,Misc - Criminal Call,202200016656,600,BEECHWOOD DR,CPD,2022-06-17T21:59:19Z,1759,"Smith, Daniel",600 BEECHWOOD DR Charlottesville VA,-78.4681693,38.0459015
8596,Suspicious Activity,202200016653,1400,UNIVERSITY AVE,CPD,2022-06-17T20:31:57Z,1631,"Lucas, Todd",1400 UNIVERSITY AVE Charlottesville VA,-78.4999725,38.0339357
8597,Hit and Run,202200016637,200,ZAN RD,CPD,2022-06-17T18:34:40Z,1434,"Samar, Jack",200 ZAN RD Charlottesville VA,-78.48727060000002,38.0647276
8598,Larceny - Theft from Building,202280000545,700,"WALKER SQ, 2C",CPD,2022-06-17T15:49:38Z,1149,"Miller, Tiffany ","700 WALKER SQ, 2C Charlottesville VA",-78.491044,38.0302217
8599,Death Investigation - DOA,202200016619,900,FOREST ST,CPD,2022-06-17T14:51:57Z,1051,"Pendleton, Eric",900 FOREST ST Charlottesville VA,-78.4854802,38.038317
8600,Suspicious Activity,202200016616,1000,DRUID AVE,CPD,2022-06-17T14:16:12Z,1016,"Eckenroth, Rachel",1000 DRUID AVE Charlottesville VA,-78.4777474,38.0172974
8601,Suspicious Activity,202200016613,200,E MAIN ST,CPD,2022-06-17T14:05:36Z,1005,"Lowry, Ryan",200 E MAIN ST Charlottesville VA,-78.4807636,38.0305724
8602,Harassment,202280000544,100,E MAIN ST,CPD,2022-06-17T14:00:45Z,1000,"Miller, Tiffany ",100 E MAIN ST Charlottesville VA,-78.4815213,38.0305249
8603,Burglary,202200016609,100,SEMINOLE CT,CPD,2022-06-17T11:53:09Z,0753,"Samar, Jack",100 SEMINOLE CT Charlottesville VA,-78.48811669999999,38.065768
8604,Disorderly Conduct,202200016597,700,E MAIN ST,CPD,2022-06-17T06:13:14Z,0213,"Haug, Ian",700 E MAIN ST Charlottesville VA,-78.4766131,38.0292369
8605,Domestic Disturbance,202200016576,200,BURNET ST,CPD,2022-06-17T02:13:51Z,2213,"Venereo, Arturo",200 BURNET ST Charlottesville VA,-78.4872692,38.0250603
8606,Family Offense - Non-Violent,202200016575,100,WELK PL,CPD,2022-06-17T02:06:39Z,2206,"Lucas, Corbin",100 WELK PL Charlottesville VA,-78.5032324,38.0156125
8607,Assault Simple,202200016573,900,"ELLIOTT AVE, B",CPD,2022-06-17T01:39:27Z,2139,"Darby, Michael","900 ELLIOTT AVE, B Charlottesville VA",-78.4782025,38.0195972
8608,Larceny - All Other,202200016563,1700,JEFFERSON PARK AVE,CPD,2022-06-16T23:52:15Z,1952,"Lowe, Courteny",1700 JEFFERSON PARK AVE Charlottesville VA,-78.50836819999999,38.0302387
8609,Larceny - All Other,202200016541,600,E WATER ST,CPD,2022-06-16T19:41:31Z,1541,"Smith, Daniel",600 E WATER ST Charlottesville VA,-78.4776442,38.0288229
8610,Assault Simple,202200016540,200,5TH ST NE,CPD,2022-06-16T19:37:34Z,1537,"Smith, Daniel",200 5TH ST NE Charlottesville VA,-78.4780935,38.0306252
8611,Suspicious Activity,202200016535,900,RAINIER RD,CPD,2022-06-16T18:33:55Z,1433,"Shiflett, Tammy",900 RAINIER RD Charlottesville VA,-78.50752829999999,38.0209865
8612,Larceny - All Other,202200016533,1100,5TH ST SW,CPD,2022-06-16T18:22:40Z,1422,"Allen, Claire",1100 5TH ST SW Charlottesville VA,-78.497806,38.01713
8613,Trespass,202200016531,2100,IVY RD,CPD,2022-06-16T17:51:11Z,1351,"Lewis, Joey",2100 IVY RD Charlottesville VA,-78.5120228,38.0424533
8614,Larceny - From Motor Vehicle,202200016525,100,PENICK CT,CPD,2022-06-16T17:17:53Z,1317,"Green, Bryan",100 PENICK CT Charlottesville VA,-78.4882207,38.025125
8615,Larceny - All Other,202200016524,100,W MAIN ST,CPD,2022-06-16T17:10:24Z,1310,"Shiflett, Tammy",100 W MAIN ST Charlottesville VA,-78.481656,38.0307181
8616,Accident w/Injuries,202200016518,500,ROUGEMONT AVE,CPD,2022-06-16T15:47:01Z,1147,"Burchardt, Rudy",500 ROUGEMONT AVE Charlottesville VA,-78.48831380000001,38.0178932
8618,Robbery - Strong Arm,202200016497,700,CHERRY AVE,CPD,2022-06-16T10:20:14Z,0620,"Wells, Matthew",700 CHERRY AVE Charlottesville VA,-78.49170529999999,38.0277499
8619,Vandalism,202200016496,1600,MERIDIAN ST,CPD,2022-06-16T08:52:18Z,0452,"Blackwell, Ryan",1600 MERIDIAN ST Charlottesville VA,-78.48158459999999,38.015215
8620,Disorderly Conduct,202200016473,700,6TH ST SE,CPD,2022-06-16T01:05:38Z,2105,"Smith, Daniel",700 6TH ST SE Charlottesville VA,-78.48072189999999,38.0251055
8621,Assist Citizen - Mental/TDO/ECO,202200016457,1400,"MONTICELLO RD, 105",CPD,2022-06-15T22:12:57Z,1812,"Smith, Daniel","1400 MONTICELLO RD, 105 Charlottesville VA",-78.4726263,38.0194527
8622,Motor Vehicle Theft,202200016452,500,1ST ST S,CPD,2022-06-15T21:31:12Z,1731,"Smith, Daniel",500 1ST ST S Charlottesville VA,-78.4829907,38.0270646
8623,Larceny - Theft from Building,202280000541,600,"DRUID AVE, 1",CPD,2022-06-15T21:06:20Z,1706,"Moje, Ashley","600 DRUID AVE, 1 Charlottesville VA",-78.4840758,38.0204197
8624,Suspicious Activity,202200016439,400,14TH ST NW,CPD,2022-06-15T19:47:36Z,1547,"Hamill, Annmarie",400 14TH ST NW Charlottesville VA,-78.49724619999999,38.0378537
8625,Hit and Run,202200016440,900,ANDERSON ST,CPD,2022-06-15T19:47:25Z,1547,"Lowe, Courteny",900 ANDERSON ST Charlottesville VA,-78.4908367,38.0355759
8626,Larceny - Theft from Building,202280000540,300,"E MAIN ST, 300-2",CPD,2022-06-15T17:28:07Z,1328,"Moje, Ashley","300 E MAIN ST, 300-2 Charlottesville VA",-78.4799451,38.03010380000001
8627,Larceny - Shoplifitng,202280000539,1000,EMMET ST N,CPD,2022-06-15T17:14:25Z,1314,"Moje, Ashley",1000 EMMET ST N Charlottesville VA,-78.5024746,38.050261
8628,Assist Citizen - Mental/TDO/ECO,202200016434,100,"Q LANKFORD AVE, 6",CPD,2022-06-15T17:12:51Z,1312,"Johnston, Ernest","100 Q LANKFORD AVE, 6 Charlottesville VA",-78.4870708,38.02128
8629,Animal Complaint,202200016426,1000,LONG ST,CPD,2022-06-15T16:48:47Z,1248,"Allen, Claire",1000 LONG ST Charlottesville VA,-78.46578509999999,38.0375954
8630,Misc - Criminal Call,202280000538,1100,ST CLAIR AVE,CPD,2022-06-15T15:21:14Z,1121,"Moje, Ashley",1100 ST CLAIR AVE Charlottesville VA,-78.4590705,38.0415747
8631,Larceny - All Other,202200016414,900,SEMINOLE TRL,CPD,2022-06-15T15:10:50Z,1110,"McKeown, Kaitlyn",900 SEMINOLE TRL Charlottesville VA,-78.491635,38.0622154
8632,Death Investigation - DOA,202200016410,1600,"EMMET ST N, 311",CPD,2022-06-15T14:18:04Z,1018,"Shiflett, Tammy","1600 EMMET ST N, 311 Charlottesville VA",-78.493877,38.057909
8633,Burglary,202200016406,100,ZAN RD,CPD,2022-06-15T13:26:09Z,0926,"McKeown, Kaitlyn",100 ZAN RD Charlottesville VA,-78.4896235,38.0635328
8634,Burglary,202200016405,100,ZAN RD,CPD,2022-06-15T12:23:19Z,0823,"McKeown, Kaitlyn",100 ZAN RD Charlottesville VA,-78.4896235,38.0635328
8635,Suspicious Activity,202200016399,200,SEMINOLE CT,CPD,2022-06-15T12:01:39Z,0801,"McKeown, Kaitlyn",200 SEMINOLE CT Charlottesville VA,-78.4840297,38.0647742
8636,Larceny - All Other,202200016394,2000,INDIA RD,CPD,2022-06-15T09:33:36Z,0533,"Miller, Devin",2000 INDIA RD Charlottesville VA,-78.4879016,38.0623473
8637,Assault Simple,202200016382,200,E WATER ST,CPD,2022-06-15T03:23:01Z,2323,"Smith, Daniel",200 E WATER ST Charlottesville VA,-78.4828897,38.0301911
8639,Larceny - All Other,202200016363,100,W MAIN ST,CPD,2022-06-14T22:46:04Z,1846,"Lowry, Ryan",100 W MAIN ST Charlottesville VA,-78.481656,38.0307181
8640,Assault Simple,202200016356,1100,EMMET ST N,CPD,2022-06-14T21:46:14Z,1746,"Alfonso, Sean",1100 EMMET ST N Charlottesville VA,-78.50152299999999,38.0516392
8641,Assist Citizen - Mental/TDO/ECO,202200016360,400,SPRING ST,CPD,2022-06-14T21:41:09Z,1741,"Middleton, Matthew",400 SPRING ST Charlottesville VA,-78.5002131,38.0285965
8642,Larceny - From Motor Vehicle,202200016348,2200,NORTH BERKSHIRE RD,CPD,2022-06-14T20:41:54Z,1641,"Alfonso, Sean",2200 NORTH BERKSHIRE RD Charlottesville VA,-78.4964419,38.0600145
8644,Animal Complaint,202200016325,500,HARRIS RD,CPD,2022-06-14T16:46:38Z,1246,"Allen, Claire",500 HARRIS RD Charlottesville VA,-78.5036871,38.0150991
8645,Lost/FoundProperty,202280000537,1600,TRAILRIDGE RD,CPD,2022-06-14T15:36:00Z,1136,"Moje, Ashley",1600 TRAILRIDGE RD Charlottesville VA,-78.5034068,38.021057
8646,Fraud-false pretense,202200016313,700,BOLLING AVE,CPD,2022-06-14T14:51:03Z,1051,"Wagner, Christopher ",700 BOLLING AVE Charlottesville VA,-78.47969280000001,38.0235701
8647,Lost/FoundProperty,202200016311,100,2ND ST NE,CPD,2022-06-14T13:18:09Z,0918,"Arndt, Brian",100 2ND ST NE Charlottesville VA,-78.4820543,38.0312436
8648,Vandalism,202280000536,1200,"PARK ST, 4",CPD,2022-06-14T11:04:01Z,0704,"Moje, Ashley","1200 PARK ST, 4 Charlottesville VA",-78.4696221,38.0457891
8649,Larceny - All Other,202200016280,200,E MARKET ST,CPD,2022-06-14T04:35:31Z,0035,"Darby, Michael",200 E MARKET ST Charlottesville VA,-78.48036689999999,38.0311044
8650,Larceny - All Other,202200016238,700,"WALKER, 2D",CPD,2022-06-13T23:31:57Z,1931,"Middleton, Matthew","700 WALKER, 2D Charlottesville VA",-78.491044,38.0302217
